transaction_id,customer_key,product_key,date_key,quantity,price_per_unit,total_amount
158,467,1,156,2,300,600
159,893,2,418,4,50,200
159,893,2,73,4,50,200
160,632,2,471,2,50,100
160,632,2,126,2,50,100
161,159,3,417,2,500,1000
161,159,3,72,2,500,1000
162,18,2,538,2,30,60
162,18,2,193,2,30,60
163,11,2,639,3,50,150
163,11,2,294,3,50,150
164,409,3,652,3,500,1500
164,409,3,307,3,500,1500
165,382,2,615,4,300,1200
165,382,2,270,4,300,1200
166,699,2,525,4,500,2000
166,699,2,180,4,500,2000
167,676,2,614,3,50,150
167,676,2,269,3,50,150
168,553,2,365,1,300,300
168,553,2,20,1,300,300
169,480,3,668,3,500,1500
169,480,3,323,3,500,1500
170,268,2,671,2,25,50
170,268,2,326,2,25,50
171,522,2,454,3,300,900
171,522,2,109,3,300,900
172,558,3,614,2,25,50
172,558,3,269,2,25,50
173,664,1,605,4,30,120
173,664,1,260,4,30,120
174,197,3,396,1,300,300
174,197,3,51,1,300,300
175,320,1,470,4,25,100
175,320,1,125,4,25,100
176,445,3,487,2,50,100
176,445,3,142,2,50,100
177,413,3,431,2,50,100
177,413,3,86,2,50,100
178,450,2,520,2,30,60
178,450,2,175,2,30,60
179,19,1,590,1,300,300
179,19,1,245,1,300,300
180,693,2,462,3,300,900
180,693,2,117,3,300,900
181,716,1,561,4,300,1200
181,716,1,216,4,300,1200
182,549,3,348,4,30,120
182,549,3,3,4,30,120
183,559,3,354,3,300,900
183,559,3,9,3,300,900
184,972,1,663,4,50,200
184,972,1,318,4,50,200
185,655,2,501,1,25,25
185,655,2,156,1,25,25
186,594,2,486,4,50,200
186,594,2,141,4,50,200
187,531,2,537,2,50,100
187,531,2,192,2,50,100
188,422,2,634,3,25,75
188,422,2,289,3,25,75
189,160,3,630,1,50,50
189,160,3,285,1,50,50
190,54,3,395,3,30,90
190,54,3,50,3,30,90
191,796,3,419,1,25,25
191,796,3,74,1,25,25
192,948,3,578,2,50,100
192,948,3,233,2,50,100
193,218,3,456,3,500,1500
193,218,3,111,3,500,1500
194,427,2,404,4,50,200
194,427,2,59,4,50,200
195,850,2,627,1,30,30
195,850,2,282,1,30,30
196,661,2,460,3,300,900
196,661,2,115,3,300,900
197,849,2,528,4,50,200
197,849,2,183,4,50,200
198,279,3,465,3,300,900
198,279,3,120,3,300,900
199,166,3,352,3,500,1500
199,166,3,7,3,500,1500
200,134,3,534,3,50,150
200,134,3,189,3,50,150
201,60,1,601,1,25,25
201,60,1,256,1,25,25
202,870,2,540,4,300,1200
202,870,2,195,4,300,1200
203,884,2,500,2,500,1000
203,884,2,155,2,500,1000
204,675,3,616,1,25,25
204,675,3,271,1,25,25
205,375,2,393,1,25,25
205,375,2,48,1,25,25
206,844,2,492,1,25,25
206,844,2,147,1,25,25
207,582,3,368,2,25,50
207,582,3,23,2,25,50
208,598,1,520,4,50,200
208,598,1,175,4,50,200
209,303,1,416,4,50,200
209,303,1,71,4,50,200
210,473,1,517,4,50,200
210,473,1,172,4,50,200
211,875,3,683,3,500,1500
211,875,3,338,3,500,1500
212,997,2,557,3,500,1500
212,997,2,212,3,500,1500
213,292,3,584,3,500,1500
213,292,3,239,3,500,1500
214,47,3,498,2,30,60
214,47,3,153,2,30,60
215,687,2,606,3,500,1500
215,687,2,261,3,500,1500
216,237,1,487,2,50,100
216,237,1,142,2,50,100
217,789,1,484,4,50,200
217,789,1,139,4,50,200
218,340,3,446,3,30,90
218,340,3,101,3,30,90
219,133,1,427,3,30,90
219,133,1,82,3,30,90
220,76,3,675,1,500,500
220,76,3,330,1,500,500
221,930,3,428,2,300,600
221,930,3,83,2,300,600
222,125,2,388,4,30,120
222,125,2,43,4,30,120
223,399,2,391,1,25,25
223,399,2,46,1,25,25
224,444,2,380,1,50,50
224,444,2,35,1,50,50
225,129,3,556,4,25,100
225,129,3,211,4,25,100
226,657,2,598,1,50,50
226,657,2,253,1,50,50
227,199,1,644,2,50,100
227,199,1,299,2,50,100
228,902,1,532,2,30,60
228,902,1,187,2,30,60
229,617,3,598,3,30,90
229,617,3,253,3,30,90
230,368,3,530,1,25,25
230,368,3,185,1,25,25
231,148,2,422,3,50,150
231,148,2,77,3,50,150
232,433,3,536,1,25,25
232,433,3,191,1,25,25
233,732,3,364,2,300,600
233,732,3,19,2,300,600
234,857,1,544,2,25,50
234,857,1,199,2,25,50
235,334,1,599,2,500,1000
235,334,1,254,2,500,1000
236,825,2,532,1,25,25
236,825,2,187,1,25,25
237,440,3,642,2,500,1000
237,440,3,297,2,500,1000
238,21,3,367,1,500,500
238,21,3,22,1,500,500
239,641,1,351,3,500,1500
239,641,1,6,3,500,1500
240,9,3,536,1,300,300
240,9,3,191,1,300,300
241,453,1,533,3,25,75
241,453,1,188,3,25,75
242,713,2,688,1,25,25
242,713,2,343,1,25,25
243,647,1,515,3,300,900
243,647,1,170,3,300,900
244,22,3,648,2,50,100
244,22,3,303,2,50,100
245,890,2,404,3,30,90
245,890,2,59,3,30,90
246,484,1,383,2,25,50
246,484,1,38,2,25,50
247,309,1,520,2,30,60
247,309,1,175,2,30,60
248,741,2,426,3,300,900
248,741,2,81,3,300,900
249,566,2,449,1,50,50
249,566,2,104,1,50,50
250,185,1,611,1,50,50
250,185,1,266,1,50,50
251,414,3,568,4,50,200
251,414,3,223,4,50,200
252,869,1,408,1,300,300
252,869,1,63,1,300,300
253,768,2,568,4,500,2000
253,768,2,223,4,500,2000
254,103,1,458,1,500,500
254,103,1,113,1,500,500
255,451,2,434,1,30,30
255,451,2,89,1,30,30
256,645,2,612,2,500,1000
256,645,2,267,2,500,1000
257,75,3,665,4,500,2000
257,75,3,320,4,500,2000
258,625,2,352,1,50,50
258,625,2,7,1,50,50
259,738,2,447,4,50,200
259,738,2,102,4,50,200
260,330,3,488,2,30,60
260,330,3,143,2,30,60
261,486,2,492,2,25,50
261,486,2,147,2,25,50
262,13,3,423,4,30,120
262,13,3,78,4,30,120
263,636,3,480,2,30,60
263,636,3,135,2,30,60
264,924,2,550,3,300,900
264,924,2,205,3,300,900
265,124,2,387,3,300,900
265,124,2,42,3,300,900
266,686,1,400,2,30,60
266,686,1,55,2,30,60
267,715,3,467,3,30,90
267,715,3,122,3,30,90
268,464,1,399,1,30,30
268,464,1,54,1,30,30
269,212,2,547,4,500,2000
269,212,2,202,4,500,2000
270,73,1,370,1,300,300
270,73,1,25,1,300,300
271,495,3,380,4,30,120
271,495,3,35,4,30,120
272,262,1,505,2,50,100
272,262,1,160,2,50,100
273,338,3,589,1,50,50
273,338,3,244,1,50,50
274,117,2,571,2,500,1000
274,117,2,226,2,500,1000
275,722,2,434,2,500,1000
275,722,2,89,2,500,1000
276,509,3,594,4,25,100
276,509,3,249,4,25,100
277,106,2,503,4,25,100
277,106,2,158,4,25,100
278,911,2,455,4,25,100
278,911,2,110,4,25,100
279,89,2,492,1,500,500
279,89,2,147,1,500,500
280,760,2,586,3,500,1500
280,760,2,241,3,500,1500
281,501,3,515,4,500,2000
281,501,3,170,4,500,2000
282,835,1,452,4,50,200
282,835,1,107,4,50,200
283,677,1,589,1,500,500
283,677,1,244,1,500,500
284,563,2,353,4,50,200
284,563,2,8,4,50,200
285,813,1,473,1,25,25
285,813,1,128,1,25,25
286,543,1,601,2,25,50
286,543,1,256,2,25,50
287,663,2,399,4,25,100
287,663,2,54,4,25,100
288,411,2,358,4,30,120
288,411,2,13,4,30,120
289,209,1,438,2,30,60
289,209,1,93,2,30,60
290,62,3,520,2,300,600
290,62,3,175,2,300,600
291,317,2,409,2,300,600
291,317,2,64,2,300,600
292,180,3,621,4,300,1200
292,180,3,276,4,300,1200
293,352,1,688,3,30,90
293,352,1,343,3,30,90
294,660,2,686,3,30,90
294,660,2,341,3,30,90
295,257,3,458,3,300,900
295,257,3,113,3,300,900
296,613,2,404,4,300,1200
296,613,2,59,4,300,1200
297,443,1,521,2,500,1000
297,443,1,176,2,500,1000
298,155,3,383,4,300,1200
298,155,3,38,4,300,1200
299,852,1,495,2,500,1000
299,852,1,150,2,500,1000
300,570,1,599,4,50,200
300,570,1,254,4,50,200
301,891,2,540,4,30,120
301,891,2,195,4,30,120
302,454,3,511,2,300,600
302,454,3,166,2,300,600
303,222,1,639,3,30,90
303,222,1,294,3,30,90
304,614,1,485,2,30,60
304,614,1,140,2,30,60
305,923,3,500,1,30,30
305,923,3,155,1,30,30
306,310,1,538,1,50,50
306,310,1,193,1,50,50
307,498,1,552,2,25,50
307,498,1,207,2,25,50
308,575,3,492,4,300,1200
308,575,3,147,4,300,1200
309,793,3,347,1,25,25
309,793,3,2,1,25,25
310,31,3,591,1,25,25
310,31,3,246,1,25,25
311,252,3,522,4,25,100
311,252,3,177,4,25,100
312,753,2,386,4,30,120
312,753,2,41,4,30,120
313,345,3,649,3,500,1500
313,345,3,304,3,500,1500
314,225,2,434,4,30,120
314,225,2,89,4,30,120
315,574,2,436,2,30,60
315,574,2,91,2,30,60
316,294,2,562,2,25,50
316,294,2,217,2,25,50
317,380,1,630,3,30,90
317,380,1,285,3,30,90
318,290,2,661,1,25,25
318,290,2,316,1,25,25
319,622,2,593,1,500,500
319,622,2,248,1,500,500
320,642,1,547,4,300,1200
320,642,1,202,4,300,1200
321,232,1,482,2,25,50
321,232,1,137,2,25,50
322,596,1,630,1,500,500
322,596,1,285,1,500,500
323,364,3,358,3,300,900
323,364,3,13,3,300,900
324,659,1,676,3,50,150
324,659,1,331,3,50,150
325,781,1,596,2,25,50
325,781,1,251,2,25,50
326,420,2,430,3,25,75
326,420,2,85,3,25,75
327,348,1,590,3,50,150
327,348,1,245,3,50,150
328,234,3,417,2,50,100
328,234,3,72,2,50,100
329,1,1,630,4,25,100
329,1,1,285,4,25,100
330,961,3,439,4,50,200
330,961,3,94,4,50,200
331,719,1,401,3,30,90
331,719,1,56,3,30,90
332,300,1,619,4,300,1200
332,300,1,274,4,300,1200
333,587,1,627,4,300,1200
333,587,1,282,4,300,1200
334,65,1,516,3,300,900
334,65,1,171,3,300,900
335,937,3,642,4,30,120
335,937,3,297,4,30,120
336,358,3,638,3,50,150
336,358,3,293,3,50,150
337,256,2,667,1,500,500
337,256,2,322,1,500,500
338,436,3,370,2,50,100
338,436,3,25,2,50,100
339,634,1,675,2,25,50
339,634,1,330,2,25,50
340,158,2,655,4,300,1200
340,158,2,310,4,300,1200
341,590,2,428,4,50,200
341,590,2,83,4,50,200
342,508,2,661,4,500,2000
342,508,2,316,4,500,2000
343,983,1,516,2,25,50
343,983,1,171,2,25,50
344,927,3,690,1,30,30
344,927,3,345,1,30,30
345,49,1,382,1,30,30
345,49,1,37,1,30,30
346,916,2,401,2,500,1000
346,916,2,56,2,500,1000
347,43,1,592,1,25,25
347,43,1,247,1,25,25
348,892,1,398,2,300,600
348,892,1,53,2,300,600
349,674,3,440,1,50,50
349,674,3,95,1,50,50
350,915,3,535,3,25,75
350,915,3,190,3,25,75
351,247,2,523,3,30,90
351,247,2,178,3,30,90
352,77,1,527,2,500,1000
352,77,1,182,2,500,1000
353,979,1,402,1,500,500
353,979,1,57,1,500,500
354,866,3,389,4,50,200
354,866,3,44,4,50,200
355,550,1,648,1,500,500
355,550,1,303,1,500,500
356,227,1,482,3,500,1500
356,227,1,137,3,500,1500
357,826,1,634,3,25,75
357,826,1,289,3,25,75
358,588,3,500,1,300,300
358,588,3,155,1,300,300
359,988,2,457,1,50,50
359,988,2,112,1,50,50
360,470,2,426,4,25,100
360,470,2,81,4,25,100
361,299,1,498,4,300,1200
361,299,1,153,4,300,1200
362,371,2,467,1,25,25
362,371,2,122,1,25,25
363,1000,3,433,1,25,25
363,1000,3,88,1,25,25
364,782,3,626,1,500,500
364,782,3,281,1,500,500
365,179,2,527,1,300,300
365,179,2,182,1,300,300
366,298,2,451,2,50,100
366,298,2,106,2,50,100
367,204,1,551,1,50,50
367,204,1,206,1,50,50
368,37,2,626,4,300,1200
368,37,2,281,4,300,1200
369,702,1,595,3,500,1500
369,702,1,250,3,500,1500
370,595,1,629,2,30,60
370,595,1,284,2,30,60
371,958,3,369,1,25,25
371,958,3,24,1,25,25
372,128,3,451,3,500,1500
372,128,3,106,3,500,1500
373,876,3,643,2,300,600
373,876,3,298,2,300,600
374,329,3,383,3,25,75
374,329,3,38,3,25,75
375,683,2,614,1,50,50
375,683,2,269,1,50,50
376,981,3,500,1,30,30
376,981,3,155,1,30,30
377,809,2,426,4,50,200
377,809,2,81,4,50,200
378,28,3,633,1,300,300
378,28,3,288,1,300,300
379,706,2,627,1,25,25
379,706,2,282,1,25,25
380,940,1,679,2,300,600
380,940,1,334,2,300,600
381,944,2,443,4,25,100
381,944,2,98,4,25,100
382,221,2,494,2,500,1000
382,221,2,149,2,500,1000
383,654,3,417,3,30,90
383,654,3,72,3,30,90
384,255,2,484,1,500,500
384,255,2,139,1,500,500
385,224,1,539,3,500,1500
385,224,1,194,3,500,1500
386,152,1,647,2,300,600
386,152,1,302,2,300,600
387,681,3,583,1,30,30
387,681,3,238,1,30,30
388,354,1,496,1,25,25
388,354,1,151,1,25,25
389,628,2,400,2,25,50
389,628,2,55,2,25,50
390,249,1,616,2,50,100
390,249,1,271,2,50,100
391,318,3,551,2,25,50
391,318,3,206,2,25,50
392,286,2,493,2,300,600
392,286,2,148,2,300,600
393,548,3,644,2,500,1000
393,548,3,299,2,500,1000
394,801,2,433,1,500,500
394,801,2,88,1,500,500
395,842,1,573,2,500,1000
395,842,1,228,2,500,1000
396,883,3,506,1,30,30
396,883,3,161,1,30,30
397,205,3,567,1,25,25
397,205,3,222,1,25,25
398,828,2,500,2,300,600
398,828,2,155,2,300,600
399,167,3,384,2,30,60
399,167,3,39,2,30,60
400,605,2,365,4,50,200
400,605,2,20,4,50,200
401,71,2,644,1,300,300
401,71,2,299,1,300,300
402,856,2,649,2,300,600
402,856,2,304,2,300,600
403,919,2,497,2,300,600
403,919,2,152,2,300,600
404,226,1,582,2,500,1000
404,226,1,237,2,500,1000
405,447,2,563,4,300,1200
405,447,2,218,4,300,1200
406,721,3,474,4,25,100
406,721,3,129,4,25,100
407,714,1,397,3,300,900
407,714,1,52,3,300,900
408,879,3,389,1,500,500
408,879,3,44,1,500,500
409,91,1,574,3,300,900
409,91,1,229,3,300,900
410,377,2,415,2,50,100
410,377,2,70,2,50,100
411,126,1,500,4,50,200
411,126,1,155,4,50,200
412,606,1,672,4,500,2000
412,606,1,327,4,500,2000
413,335,3,354,3,25,75
413,335,3,9,3,25,75
414,448,3,656,4,25,100
414,448,3,311,4,25,100
415,273,2,453,2,30,60
415,273,2,108,2,30,60
416,690,1,621,4,500,2000
416,690,1,276,4,500,2000
417,99,1,415,3,300,900
417,99,1,70,3,300,900
418,834,1,492,2,500,1000
418,834,1,147,2,500,1000
419,656,2,618,3,30,90
419,656,2,273,3,30,90
420,83,2,514,4,500,2000
420,83,2,169,4,500,2000
421,326,2,639,3,500,1500
421,326,2,294,3,500,1500
422,817,2,585,3,30,90
422,817,2,240,3,30,90
423,261,2,461,1,25,25
423,261,2,116,1,25,25
424,528,3,421,4,300,1200
424,528,3,76,4,300,1200
425,633,1,652,4,30,120
425,633,1,307,4,30,120
426,33,1,431,3,50,150
426,33,1,86,3,50,150
427,331,1,473,1,25,25
427,331,1,128,1,25,25
428,351,1,410,4,50,200
428,351,1,65,4,50,200
429,297,1,435,2,25,50
429,297,1,90,2,25,50
430,98,1,476,3,300,900
430,98,1,131,3,300,900
431,678,1,609,4,300,1200
431,678,1,264,4,300,1200
432,379,1,551,2,500,1000
432,379,1,206,2,500,1000
433,573,3,501,4,50,200
433,573,3,156,4,50,200
434,59,1,353,2,25,50
434,59,1,8,2,25,50
435,272,3,416,3,300,900
435,272,3,71,3,300,900
436,908,2,580,4,30,120
436,908,2,235,4,30,120
437,80,1,442,4,300,1200
437,80,1,97,4,300,1200
438,431,2,645,1,30,30
438,431,2,300,1,30,30
439,120,2,443,3,25,75
439,120,2,98,3,25,75
440,963,2,440,2,300,600
440,963,2,95,2,300,600
441,950,3,410,4,300,1200
441,950,3,65,4,300,1200
442,246,2,581,4,25,100
442,246,2,236,4,25,100
443,210,2,447,2,300,600
443,210,2,102,2,300,600
444,475,2,465,3,30,90
444,475,2,120,3,30,90
445,410,1,610,1,300,300
445,410,1,265,1,300,300
446,101,1,537,1,50,50
446,101,1,192,1,50,50
447,282,3,546,4,500,2000
447,282,3,201,4,500,2000
448,312,3,690,2,30,60
448,312,3,345,2,30,60
449,536,1,491,4,50,200
449,536,1,146,4,50,200
450,295,3,474,2,25,50
450,295,3,129,2,25,50
451,116,1,362,1,30,30
451,116,1,17,1,30,30
452,837,2,589,3,500,1500
452,837,2,244,3,500,1500
453,55,2,493,2,500,1000
453,55,2,148,2,500,1000
454,499,3,548,1,25,25
454,499,3,203,1,25,25
455,696,1,488,4,25,100
455,696,1,143,4,25,100
456,653,1,600,2,30,60
456,653,1,255,2,30,60
457,30,3,458,3,300,900
457,30,3,113,3,300,900
458,229,1,382,4,25,100
458,229,1,37,4,25,100
459,567,2,649,4,300,1200
459,567,2,304,4,300,1200
460,804,3,688,1,50,50
460,804,3,343,1,50,50
461,652,3,575,2,500,1000
461,652,3,230,2,500,1000
462,157,1,481,4,300,1200
462,157,1,136,4,300,1200
463,658,3,572,3,500,1500
463,658,3,227,3,500,1500
464,867,1,406,2,300,600
464,867,1,61,2,300,600
465,934,1,525,3,50,150
465,934,1,180,3,50,150
466,886,1,585,4,25,100
466,886,1,240,4,25,100
467,187,1,423,3,50,150
467,187,1,78,3,50,150
468,269,1,648,1,25,25
468,269,1,303,1,25,25
469,494,3,589,3,25,75
469,494,3,244,3,25,75
470,620,2,425,2,500,1000
470,620,2,80,2,500,1000
471,619,2,504,3,50,150
471,619,2,159,3,50,150
472,53,3,463,3,300,900
472,53,3,118,3,300,900
473,491,3,505,1,50,50
473,491,3,160,1,50,50
474,671,2,469,3,500,1500
474,671,2,124,3,500,1500
475,10,2,466,3,25,75
475,10,2,121,3,25,75
476,394,2,635,4,500,2000
476,394,2,290,4,500,2000
477,987,2,366,4,30,120
477,987,2,21,4,30,120
478,139,2,517,2,30,60
478,139,2,172,2,30,60
479,96,1,613,4,300,1200
479,96,1,268,4,300,1200
480,799,3,450,4,500,2000
480,799,3,105,4,500,2000
481,359,1,660,4,300,1200
481,359,1,315,4,300,1200
482,795,2,429,4,300,1200
482,795,2,84,4,300,1200
483,518,2,588,1,30,30
483,518,2,243,1,30,30
484,35,2,406,4,300,1200
484,35,2,61,4,300,1200
485,452,1,352,1,30,30
485,452,1,7,1,30,30
486,692,1,571,1,25,25
486,692,1,226,1,25,25
487,81,2,584,4,500,2000
487,81,2,239,4,500,2000
488,322,1,543,3,300,900
488,322,1,198,3,300,900
489,551,1,515,1,30,30
489,551,1,170,1,30,30
